"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1827013781601599640","Fri Aug 23 23:37:45 +0000 2024","0","@prophetofzorck kok doi bisa kenal orang dalam yes ini beneran apa cuma biar bersihin trending topic biar gk ada nama jokowi tapi adanya mulyono masyarakat indo emang terkenal suka banget ke gosip2 klenik gampang banget dialihin pake isu2 itu","1827128121499512871","","prophetofzorck","in","Buahbatu & Rancaekek, Bandung","0","0","0","https://x.com/Bakmi_AMI/status/1827128121499512871","1595430233876103171","Bakmi_AMI"
"1827128120803258535","Fri Aug 23 23:37:45 +0000 2024","0","Padahal jokowi tinggal suruh si pisang mundur dari urusan pilkada ini bikin statement kalo kaesang ga akan ikut pilkada KARENA USIA BELUM MENCUKUPI. Udah gitu doang mulyono","1827128120803258535","","","in","","0","0","0","https://x.com/kartikadiany_/status/1827128120803258535","1436895750470848514","kartikadiany_"
"1827033122086510815","Fri Aug 23 23:37:36 +0000 2024","1","@tanyakanrl ga kaget sih orang tiktok tuh emg penyepong keluarga jokowi.","1827128086145724898","","tanyakanrl","in","","0","0","1","https://x.com/cipapuyoowl/status/1827128086145724898","1807695771720118272","cipapuyoowl"
"1826575332410830917","Fri Aug 23 23:37:19 +0000 2024","0","@ferrykoto Lu aja yang goblok.. jilat anus Jokowi ","1827128015165485133","","ferrykoto","in","","0","0","0","https://x.com/gurusayur/status/1827128015165485133","1175720914240987136","gurusayur"
"1827126815363887316","Fri Aug 23 23:37:08 +0000 2024","0","Blusukan ini yang sebenarnya membuat ya Pak Jokowi itu naik nama banget sehingga memenangkan Pilgub DKI Jakarta 2012 Dan pada saat itu juga bisa dibilang trend kampanye Social Media itu mulai rame Makanya ada namanya JASMEV (Jokowi Ahok Social Media Volunteers)","1827127965739860198","","admkuznetsov45","in","Jakarta,Indonesia","0","1","0","https://x.com/admkuznetsov45/status/1827127965739860198","1569607129","admkuznetsov45"
"1826820699518108023","Fri Aug 23 23:37:03 +0000 2024","2","@FDonghun Suruh aj Jokowi bikin perpres nya bego amat yg lain bisa yg satu ini ko dia bikin ribet","1827127944688624024","","FDonghun","in","","0","0","0","https://x.com/SeriDianawati/status/1827127944688624024","1629050677795368960","SeriDianawati"
"1827123654922276957","Fri Aug 23 23:34:57 +0000 2024","57","@OposisiCerdas Ahok bakal KO..dulu menang pilgub kala jokowi namanya lagi sdg booming..skrg jangan diharap berpikir 2x lah @PDI_Perjuangan","1827127419637248397","","OposisiCerdas","in","Indonesia","0","4","4","https://x.com/MT93990025/status/1827127419637248397","1119744609007980544","MT93990025"
"1824944064061755707","Fri Aug 23 23:34:51 +0000 2024","0","@bk_jackBK @MasterMons36 @VIVAcoid @jokowi @aniesbaswedan Hahaha ga ada yg follow ente karena lu Tolol. Dah gt aja. Dah ya. Dah puas gw tolol tololin ente kaum bani cebong dan satu lagi. Kaum kadrun ga punya presiden yg jadi bahan olok2an dongok dan olangak plongok. Jd yg tolol itu kaum ente wkwkwk. ","1827127394920231137","","bk_jackBK","in","Jakarta Capital Region","0","1","0","https://x.com/presideninsyaf/status/1827127394920231137","1683795121228353539","presideninsyaf"
"1827127387731194362","Fri Aug 23 23:34:50 +0000 2024","0","they might think we're powerless. we can't unite just like them who are one in political party(ies). but what a fucking government. jgn sampe rakyat beneran kasih paham dgn cara yg gamungkin kalian suka. lu semua tikus2 berkedok kerja di dpr/mpr kacung jokowi harus dibasmi!","1827127387731194362","","","in","","0","0","0","https://x.com/moncheri3_3/status/1827127387731194362","1522266470914596864","moncheri3_3"
"1827127386745508019","Fri Aug 23 23:34:50 +0000 2024","0","KPK udah dilemahkan makannya dia pede nyuri duit rakyat di tengah hari. Trah Jokowi gila semua","1827127386745508019","","","in","","0","0","0","https://x.com/b3f3f2/status/1827127386745508019","1194752926306033664","b3f3f2"
"1827007892203221301","Fri Aug 23 23:34:32 +0000 2024","0","@detikcom emang ada yang percaya elo mul ?? @jokowi","1827127314079216052","","detikcom","in","","0","0","0","https://x.com/riksayuda/status/1827127314079216052","238476548","riksayuda"
"1826993126059454667","Fri Aug 23 23:34:30 +0000 2024","0","@Anak__Ogi @Kimberley_PS08 @tham878 @jokowi Biarkan mereka dengan segala ketololannya bang !","1827127302775505016","","Anak__Ogi","in","","0","0","0","https://x.com/DadangBudiman14/status/1827127302775505016","1627675371473862658","DadangBudiman14"
"1827127292637933873","Fri Aug 23 23:34:27 +0000 2024","0","Para pemuja Jokowi yang akhirnya berbalik menentang setelah 10 tahun kalian ini meniru Fir'aun yang baru bertaubat disaat sakharatul maut. Percuma.","1827127292637933873","","","in","Bandung, Jawa Barat","0","0","0","https://x.com/ArdaChandra10/status/1827127292637933873","1640594096665530369","ArdaChandra10"
